site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,PM10,PM10 particulate matter (Hourly measured),2005-01-01,ongoing,2024-03-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,NV10,Non-volatile PM10 (Hourly measured),2010-09-03,2020-02-06,2020-02-06,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,V10,Volatile PM10 (Hourly measured),2010-09-03,2020-02-06,2020-02-06,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
ARM3,Armagh Shambles Yard,unknown unknown,54.34214,-6.65771,PM10,PM10 particulate matter (Hourly measured),1999-12-01,2000-01-24,2000-01-24,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,NO,Nitric oxide,2017-04-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,NO2,Nitrogen dioxide,2017-04-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2017-04-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,wd,Modelled Wind Direction,2017-04-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,ws,Modelled Wind Speed,2017-04-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BAAR,Ballymena Antrim Road,Urban Traffic,54.851491,-6.274961,temp,Modelled Temperature,2017-04-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,NO,Nitric oxide,2016-05-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,NO2,Nitrogen dioxide,2016-05-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2016-05-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,SO2,Sulphur dioxide,2003-04-01,ongoing,2024-03-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,PM10,PM10 particulate matter (Hourly measured),2003-04-01,ongoing,2023-12-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,NV10,Non-volatile PM10 (Hourly measured),2008-09-24,2017-11-28,2017-11-28,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,V10,Volatile PM10 (Hourly measured),2008-09-24,2017-11-28,2017-11-28,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,PM2.5,PM2.5 particulate matter (Hourly measured),2021-06-01,ongoing,2023-12-31,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,NO,Nitric oxide,2003-03-01,2015-09-30,2015-09-30,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,NO2,Nitrogen dioxide,2003-03-01,2015-09-30,2015-09-30,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-03-01,2015-09-30,2015-09-30,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,wd,Modelled Wind Direction,2010-08-01,2015-09-30,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,ws,Modelled Wind Speed,2010-08-01,2015-09-30,Never,Northern Ireland,NA_character_,Mid and East Antrim
BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,temp,Modelled Temperature,2010-08-01,2015-09-30,Never,Northern Ireland,NA_character_,Mid and East Antrim
BMON,Ballymoney Glebeside Estate,Urban Background,55.075312,-6.5088,PM10,PM10 particulate matter (Hourly measured),2004-01-01,2010-02-11,2010-02-11,Northern Ireland,NA_character_,Causeway Coast and Glens
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,O3,Ozone,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,NO,Nitric oxide,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,NO2,Nitrogen dioxide,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,NOXasNO2,Nitrogen oxides as nitrogen dioxide,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,SO2,Sulphur dioxide,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,CO,Carbon monoxide,1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,PM10,PM10 particulate matter (Hourly measured),1992-03-08,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,NV10,Non-volatile PM10 (Hourly measured),2008-10-01,2019-09-16,2019-09-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,V10,Volatile PM10 (Hourly measured),2008-10-01,2019-09-16,2019-09-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,PM2.5,PM2.5 particulate matter (Hourly measured),2008-10-01,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-10-01,2019-09-16,2019-09-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,V2.5,Volatile PM2.5 (Hourly measured),2008-10-01,2019-09-16,2019-09-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL2,Belfast Centre,Urban Traffic,54.59965,-5.928833,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL4,Belfast Clara St,Suburban Background,54.591256,-5.89546,PM10,PM10 particulate matter (Hourly measured),1998-06-01,2007-09-30,2007-09-30,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE1,Belfast Clara St (Local Authority),Suburban Background,54.591291,-5.895113,PM2.5,PM2.5 particulate matter (Hourly measured),2009-02-23,2010-03-31,2010-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE1,Belfast Clara St (Local Authority),Suburban Background,54.591291,-5.895113,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-02-23,2010-03-31,2010-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE1,Belfast Clara St (Local Authority),Suburban Background,54.591291,-5.895113,V2.5,Volatile PM2.5 (Hourly measured),2009-02-23,2010-03-31,2010-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL,Belfast East,Urban Background,54.59653,-5.901667,SO2,Sulphur dioxide,1989-09-06,2007-09-30,2007-09-30,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,NO,Nitric oxide,2002-04-01,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,NO2,Nitrogen dioxide,2002-04-01,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2002-04-01,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,NO,Nitric oxide,2006-05-24,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,NO2,Nitrogen dioxide,2006-05-24,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-05-24,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,ETHANE,ethane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,ETHENE,ethene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,ETHYNE,ethyne,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,PROPANE,propane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,PROPENE,propene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,iBUTANE,iso-butane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,nBUTANE,n-butane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,1BUTENE,1-butene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,t2BUTENE,trans-2-butene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,c2BUTENE,cis-2-butene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,iPENTANE,iso-pentane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,nPENTANE,n-pentane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,13BDIENE,"1,3-butadiene",1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,t2PENTEN,trans-2-pentene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,c2PENTEN,cis-2-pentene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,MEPENT,methylpentane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,ISOPRENE,isoprene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,nHEXANE,n-hexane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,nHEPTANE,n-heptane,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,BENZENE,Benzene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,TOLUENE,toluene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,ETHBENZ,ethylbenzene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,mpXYLENE,m+p-xylene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL3,Belfast South,Urban Background,54.59918,-5.912416,oXYLENE,o-xylene,1993-08-01,2000-12-31,2000-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,NO,Nitric oxide,2006-04-13,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,NO2,Nitrogen dioxide,2006-04-13,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-04-13,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,PM10,PM10 particulate matter (Hourly measured),2006-04-13,ongoing,2024-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,NV10,Non-volatile PM10 (Hourly measured),2009-03-08,2014-06-16,2014-06-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,V10,Volatile PM10 (Hourly measured),2009-03-08,2014-06-16,2014-06-16,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL1,Belfast Stockman's Lane,Urban Traffic,54.572586,-5.974944,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL8,Belfast Westlink,unknown unknown,54.59985,-5.928833,NO,Nitric oxide,2002-04-04,2006-03-01,2006-03-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL8,Belfast Westlink,unknown unknown,54.59985,-5.928833,NO2,Nitrogen dioxide,2002-04-04,2006-03-01,2006-03-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL8,Belfast Westlink,unknown unknown,54.59985,-5.928833,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2002-04-04,2006-03-01,2006-03-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BEL8,Belfast Westlink,unknown unknown,54.59985,-5.928833,PM10,PM10 particulate matter (Hourly measured),2002-04-04,2006-03-01,2006-02-28,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,NO,Nitric oxide,2010-03-03,ongoing,2024-01-11,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,NO2,Nitrogen dioxide,2010-03-03,ongoing,2024-01-11,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-03-03,ongoing,2024-01-11,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,PM10,PM10 particulate matter (Hourly measured),2010-03-03,2014-06-17,2014-06-17,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CRK1,Carrickfergus Rosebrook Avenue,Urban Background,54.720277,-5.810608,SO2,Sulphur dioxide,2002-07-01,2011-08-01,2011-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Mid and East Antrim
CRK1,Carrickfergus Rosebrook Avenue,Urban Background,54.720277,-5.810608,PM10,PM10 particulate matter (Hourly measured),2002-07-01,2010-04-12,2011-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Mid and East Antrim
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,NO,Nitric oxide,2007-02-01,ongoing,2024-01-09,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,NO2,Nitrogen dioxide,2007-02-01,ongoing,2024-01-09,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-02-01,ongoing,2024-01-09,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,PM10,PM10 particulate matter (Hourly measured),2007-02-01,2012-10-18,2012-10-18,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,temp,Modelled Temperature,2010-08-01,ongoing,Never,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
CAS1,Castlereagh Espie Way,unknown unknown,54.577526,-5.876727,SO2,Sulphur dioxide,2002-04-01,2006-12-14,2006-12-14,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CAS1,Castlereagh Espie Way,unknown unknown,54.577526,-5.876727,PM10,PM10 particulate matter (Hourly measured),2002-04-01,2006-12-14,2006-12-14,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CAS2,Castlereagh Lough View Drive,Urban Traffic,54.566466,-5.901972,NO,Nitric oxide,2002-04-01,2011-07-31,2011-06-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CAS2,Castlereagh Lough View Drive,Urban Traffic,54.566466,-5.901972,NO2,Nitrogen dioxide,2002-04-01,2011-07-31,2011-06-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CAS2,Castlereagh Lough View Drive,Urban Traffic,54.566466,-5.901972,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2002-04-01,2011-07-31,2011-06-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
CAS2,Castlereagh Lough View Drive,Urban Traffic,54.566466,-5.901972,PM10,PM10 particulate matter (Hourly measured),2002-04-01,2011-07-31,2011-07-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
COOK,Cookstown,Urban Background,54.63927,-6.751098,SO2,Sulphur dioxide,2004-01-01,2011-07-31,2010-12-31,Northern Ireland,NA_character_,Mid Ulster
COOK,Cookstown,Urban Background,54.63927,-6.751098,PM10,PM10 particulate matter (Hourly measured),2004-01-01,2011-07-31,2010-12-31,Northern Ireland,NA_character_,Mid Ulster
CRAI,Craigavon,Urban Background,54.469803,-6.336554,PM10,PM10 particulate matter (Hourly measured),2000-01-01,2000-12-31,2000-12-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
CRA2,Craigavon Castle Lane,Urban Traffic,54.462567,-6.332178,NO,Nitric oxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
CRA2,Craigavon Castle Lane,Urban Traffic,54.462567,-6.332178,NO2,Nitrogen dioxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
CRA2,Craigavon Castle Lane,Urban Traffic,54.462567,-6.332178,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
CRA1,Craigavon Lord Lurgan Park,Urban Background,54.44449,-6.394042,SO2,Sulphur dioxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
CRA1,Craigavon Lord Lurgan Park,Urban Background,54.44449,-6.394042,PM10,PM10 particulate matter (Hourly measured),2002-04-01,2006-10-31,2006-08-31,Northern Ireland,NA_character_,"Armagh, Banbridge and Craigavon"
DER7,Derry Ballyartan Road,Urban Industrial,54.9923,-7.325134,PM10,PM10 particulate matter (Hourly measured),2006-07-13,2007-02-06,2007-02-06,Northern Ireland,NA_character_,Derry and Strabane
