site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
AYLW,Aylesbury Waddesdon,Urban Traffic,51.845601,-0.926102,NO2,Nitrogen dioxide,2012-06-25,2013-02-14,2013-02-14,South East,NA_character_,Aylesbury Vale
AYLW,Aylesbury Waddesdon,Urban Traffic,51.845601,-0.926102,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2012-06-25,2013-02-14,2013-02-14,South East,NA_character_,Aylesbury Vale
AY1,Aylesbury Walton Street 2,Urban Traffic,51.812443,-0.808084,NO,Nitric oxide,2014-05-14,2017-06-20,2017-06-20,South East,NA_character_,Aylesbury Vale
AY1,Aylesbury Walton Street 2,Urban Traffic,51.812443,-0.808084,NO2,Nitrogen dioxide,2014-05-14,2017-06-20,2017-06-20,South East,NA_character_,Aylesbury Vale
AY1,Aylesbury Walton Street 2,Urban Traffic,51.812443,-0.808084,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-05-14,2017-06-20,2017-06-20,South East,NA_character_,Aylesbury Vale
AYL1,Aylesbury Winslow High St Roadside,Urban Traffic,51.943611,-0.881389,NO,Nitric oxide,2008-12-05,2010-10-01,2010-10-01,South East,NA_character_,Aylesbury Vale
AYL1,Aylesbury Winslow High St Roadside,Urban Traffic,51.943611,-0.881389,NO2,Nitrogen dioxide,2008-12-05,2010-10-01,2010-10-01,South East,NA_character_,Aylesbury Vale
AYL1,Aylesbury Winslow High St Roadside,Urban Traffic,51.943611,-0.881389,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2008-12-05,2010-10-01,2010-10-01,South East,NA_character_,Aylesbury Vale
STS006,"Ayr Drive, Jarrow (sensor)",Urban Traffic,54.963421,-1.471035,NO2,Nitrogen dioxide,2024-05-29,ongoing,Never,North East,Tyneside,South Tyneside
STS006,"Ayr Drive, Jarrow (sensor)",Urban Traffic,54.963421,-1.471035,PM10,PM10 particulate matter (Hourly measured),2024-05-29,ongoing,Never,North East,Tyneside,South Tyneside
STS006,"Ayr Drive, Jarrow (sensor)",Urban Traffic,54.963421,-1.471035,PM2.5,PM2.5 particulate matter (Hourly measured),2024-05-29,ongoing,Never,North East,Tyneside,South Tyneside
STS006,"Ayr Drive, Jarrow (sensor)",Urban Traffic,54.963421,-1.471035,PM1,PM1 Particulates,2024-05-29,ongoing,Never,North East,Tyneside,South Tyneside
BANB,Banbury Hennef Way,Urban Background,52.075722,-1.326194,NO,Nitric oxide,2009-05-07,2012-04-16,2012-04-16,South East,NA_character_,Cherwell
BANB,Banbury Hennef Way,Urban Background,52.075722,-1.326194,NO2,Nitrogen dioxide,2009-05-07,2012-04-16,2012-04-16,South East,NA_character_,Cherwell
BANB,Banbury Hennef Way,Urban Background,52.075722,-1.326194,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-05-07,2012-04-16,2012-04-16,South East,NA_character_,Cherwell
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,O3,Ozone,2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,NO,Nitric oxide,2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,NO2,Nitrogen dioxide,2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,SO2,Sulphur dioxide,2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,PM10,PM10 particulate matter (Hourly measured),2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,PM2.5,PM2.5 particulate matter (Hourly measured),2024-05-28,ongoing,Never,South East,NA_character_,Bromley
PLA015,Bankside Pier (sensor),Urban Traffic,51.3031,0.0549,TSP,Total Particulates,2024-05-28,ongoing,Never,South East,NA_character_,Bromley
BN2,Barnet Chalgrove School,Urban Background,51.591901,-0.205992,NO,Nitric oxide,2000-08-14,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN2,Barnet Chalgrove School,Urban Background,51.591901,-0.205992,NO2,Nitrogen dioxide,2000-08-14,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN2,Barnet Chalgrove School,Urban Background,51.591901,-0.205992,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2000-08-14,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN2,Barnet Chalgrove School,Urban Background,51.591901,-0.205992,PM10,PM10 particulate matter (Hourly measured),2000-08-09,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,NO,Nitric oxide,1998-12-20,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,NO2,Nitrogen dioxide,1998-12-20,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,NOXasNO2,Nitrogen oxides as nitrogen dioxide,1998-12-20,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,PM10,PM10 particulate matter (Hourly measured),1998-12-20,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,NV10,Non-volatile PM10 (Hourly measured),2023-11-30,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,V10,Volatile PM10 (Hourly measured),2023-11-30,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,PM2.5,PM2.5 particulate matter (Hourly measured),2023-11-30,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,NV2.5,Non-volatile PM2.5 (Hourly measured),2023-11-30,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BN1,Barnet Tally Ho,Urban Traffic,51.614675,-0.176607,V2.5,Volatile PM2.5 (Hourly measured),2023-11-30,ongoing,2023-12-31,Greater London,Greater London Urban Area,Barnet
BAR6,Barnsley A628 Pogmoor Roadside,Urban Traffic,53.551177,-1.50816,NO,Nitric oxide,2004-01-01,2021-08-26,2021-08-26,Yorkshire & Humberside,NA_character_,Barnsley
BAR6,Barnsley A628 Pogmoor Roadside,Urban Traffic,53.551177,-1.50816,NO2,Nitrogen dioxide,2004-01-01,2021-08-26,2021-08-26,Yorkshire & Humberside,NA_character_,Barnsley
BAR6,Barnsley A628 Pogmoor Roadside,Urban Traffic,53.551177,-1.50816,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2004-01-01,2021-08-26,2021-08-26,Yorkshire & Humberside,NA_character_,Barnsley
BAR11,Barnsley A628 Roadside Site 2,Suburban Background,53.550392,-1.509678,NO,Nitric oxide,2021-08-26,ongoing,2023-12-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR11,Barnsley A628 Roadside Site 2,Suburban Background,53.550392,-1.509678,NO2,Nitrogen dioxide,2021-08-26,ongoing,2023-12-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR11,Barnsley A628 Roadside Site 2,Suburban Background,53.550392,-1.509678,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2021-08-26,ongoing,2023-12-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR9,Barnsley A635 Kendray Roadside,Urban Traffic,53.546658,-1.453859,NO,Nitric oxide,2009-11-10,2015-03-31,2015-03-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR9,Barnsley A635 Kendray Roadside,Urban Traffic,53.546658,-1.453859,NO2,Nitrogen dioxide,2009-11-10,2015-03-31,2015-03-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR9,Barnsley A635 Kendray Roadside,Urban Traffic,53.546658,-1.453859,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-11-10,2015-03-31,2015-03-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR9,Barnsley A635 Kendray Roadside,Urban Traffic,53.546658,-1.453859,PM10,PM10 particulate matter (Hourly measured),2014-03-14,ongoing,2023-12-31,Yorkshire & Humberside,NA_character_,Barnsley
BAR5,Barnsley Royston,Urban Industrial,53.600278,-1.439444,NO,Nitric oxide,2004-01-01,2009-10-10,2009-10-10,Yorkshire & Humberside,NA_character_,Barnsley
BAR5,Barnsley Royston,Urban Industrial,53.600278,-1.439444,NO2,Nitrogen dioxide,2004-01-01,2009-10-10,2009-10-10,Yorkshire & Humberside,NA_character_,Barnsley
BAR5,Barnsley Royston,Urban Industrial,53.600278,-1.439444,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2004-01-01,2009-10-10,2009-10-10,Yorkshire & Humberside,NA_character_,Barnsley
BAR5,Barnsley Royston,Urban Industrial,53.600278,-1.439444,SO2,Sulphur dioxide,2004-01-01,2013-01-04,2013-01-04,Yorkshire & Humberside,NA_character_,Barnsley
BAR5,Barnsley Royston,Urban Industrial,53.600278,-1.439444,PM10,PM10 particulate matter (Hourly measured),2003-01-01,2015-03-31,2015-03-31,Yorkshire & Humberside,NA_character_,Barnsley
STS003,"Bede burn rd/York St, Jarrow (sensor)",Urban Traffic,54.977321,-1.4934,NO2,Nitrogen dioxide,2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
STS003,"Bede burn rd/York St, Jarrow (sensor)",Urban Traffic,54.977321,-1.4934,PM10,PM10 particulate matter (Hourly measured),2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
STS003,"Bede burn rd/York St, Jarrow (sensor)",Urban Traffic,54.977321,-1.4934,PM2.5,PM2.5 particulate matter (Hourly measured),2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
STS003,"Bede burn rd/York St, Jarrow (sensor)",Urban Traffic,54.977321,-1.4934,PM1,PM1 Particulates,2024-03-15,ongoing,Never,North East,Tyneside,South Tyneside
HB100,Bedford Kempston,Urban Industrial,52.105278,-0.5,SO2,Sulphur dioxide,2006-10-01,2009-08-11,2009-08-11,Eastern,NA_character_,Bedford
HB010,Bedford Lurke Street,Urban Traffic,52.138153,-0.46663,NO,Nitric oxide,2010-05-01,2022-11-23,2022-11-23,Eastern,NA_character_,Bedford
HB010,Bedford Lurke Street,Urban Traffic,52.138153,-0.46663,NO2,Nitrogen dioxide,2010-05-01,2022-11-23,2022-11-23,Eastern,NA_character_,Bedford
HB010,Bedford Lurke Street,Urban Traffic,52.138153,-0.46663,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-05-01,2022-11-23,2022-11-23,Eastern,NA_character_,Bedford
HB011,Bedford Prebend Street,Urban Traffic,52.135049,-0.474658,NO,Nitric oxide,2009-01-06,ongoing,2023-12-31,Eastern,NA_character_,Bedford
HB011,Bedford Prebend Street,Urban Traffic,52.135049,-0.474658,NO2,Nitrogen dioxide,2009-01-06,ongoing,2023-12-31,Eastern,NA_character_,Bedford
HB011,Bedford Prebend Street,Urban Traffic,52.135049,-0.474658,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-01-06,ongoing,2023-12-31,Eastern,NA_character_,Bedford
HB101,Bedford Stewartby,Rural Background,52.071111,-0.512778,O3,Ozone,2000-11-16,2009-02-01,2006-07-09,Eastern,NA_character_,Bedford
HB101,Bedford Stewartby,Rural Background,52.071111,-0.512778,SO2,Sulphur dioxide,2000-11-16,2009-02-01,2009-02-01,Eastern,NA_character_,Bedford
CT4,Beech Street NOx,Urban Traffic,51.520219,-0.096323,NO,Nitric oxide,2003-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CT4,Beech Street NOx,Urban Traffic,51.520219,-0.096323,NO2,Nitrogen dioxide,2003-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CT4,Beech Street NOx,Urban Traffic,51.520219,-0.096323,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CT4a,Beech Street PM,Urban Traffic,51.520177,-0.096455,PM10,PM10 particulate matter (Hourly measured),2004-01-01,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CTA,Bell Wharf Lane,Urban Traffic,51.51052,-0.09213,NO,Nitric oxide,2023-01-09,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CTA,Bell Wharf Lane,Urban Traffic,51.51052,-0.09213,NO2,Nitrogen dioxide,2023-01-09,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CTA,Bell Wharf Lane,Urban Traffic,51.51052,-0.09213,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2023-01-09,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
CTA,Bell Wharf Lane,Urban Traffic,51.51052,-0.09213,PM10,PM10 particulate matter (Hourly measured),2022-05-12,ongoing,2023-12-31,Greater London,Greater London Urban Area,City of London
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,O3,Ozone,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,NO,Nitric oxide,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,NO2,Nitrogen dioxide,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,SO2,Sulphur dioxide,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,CO,Carbon monoxide,2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,PM10,PM10 particulate matter (Hourly measured),2006-01-10,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BAI2,Birmingham Airport 2,Suburban Industrial,52.455719,-1.743912,PM2.5,PM2.5 particulate matter (Hourly measured),2020-07-01,ongoing,2023-12-31,West Midlands,West Midlands Urban Area,Solihull
BOL03,Bolton A579 Derby Street,Urban Traffic,53.573002,-2.435176,NO,Nitric oxide,2020-10-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Bolton
BOL03,Bolton A579 Derby Street,Urban Traffic,53.573002,-2.435176,NO2,Nitrogen dioxide,2020-10-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Bolton
BOL03,Bolton A579 Derby Street,Urban Traffic,53.573002,-2.435176,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2020-10-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Bolton
BOL03,Bolton A579 Derby Street,Urban Traffic,53.573002,-2.435176,PM10,PM10 particulate matter (Hourly measured),2020-10-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Bolton
BOL03,Bolton A579 Derby Street,Urban Traffic,53.573002,-2.435176,PM2.5,PM2.5 particulate matter (Hourly measured),2020-10-20,ongoing,2023-12-31,North West & Merseyside,Greater Manchester Urban Area,Bolton
BOS2,Boston Haven Bridge Road,Urban Traffic,52.974256,-0.026847,NO,Nitric oxide,2004-07-21,2012-01-17,2011-12-31,East Midlands,NA_character_,Boston
BOS2,Boston Haven Bridge Road,Urban Traffic,52.974256,-0.026847,NO2,Nitrogen dioxide,2004-07-21,2012-01-17,2011-12-31,East Midlands,NA_character_,Boston
BOS2,Boston Haven Bridge Road,Urban Traffic,52.974256,-0.026847,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2004-07-21,2012-01-17,2011-12-31,East Midlands,NA_character_,Boston
WIL1,"Bradford-on-Avon, Masons Lane",Urban Traffic,51.348788,-2.252262,NO,Nitric oxide,2014-06-01,ongoing,2023-12-31,South West,NA_character_,Wiltshire
WIL1,"Bradford-on-Avon, Masons Lane",Urban Traffic,51.348788,-2.252262,NO2,Nitrogen dioxide,2014-06-01,ongoing,2023-12-31,South West,NA_character_,Wiltshire
WIL1,"Bradford-on-Avon, Masons Lane",Urban Traffic,51.348788,-2.252262,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-06-01,ongoing,2023-12-31,South West,NA_character_,Wiltshire
WIL1,"Bradford-on-Avon, Masons Lane",Urban Traffic,51.348788,-2.252262,PM10,PM10 particulate matter (Hourly measured),2014-06-01,ongoing,2023-12-31,South West,NA_character_,Wiltshire
WM005,Bray A308 (sensor),Suburban Background,51.500276,-0.705166,NO2,Nitrogen dioxide,2023-12-08,ongoing,Never,South East,NA_character_,Windsor and Maidenhead
WM005,Bray A308 (sensor),Suburban Background,51.500276,-0.705166,PM10,PM10 particulate matter (Hourly measured),2023-12-08,ongoing,Never,South East,NA_character_,Windsor and Maidenhead
WM005,Bray A308 (sensor),Suburban Background,51.500276,-0.705166,PM2.5,PM2.5 particulate matter (Hourly measured),2023-12-08,ongoing,Never,South East,NA_character_,Windsor and Maidenhead
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,O3,Ozone,2003-01-01,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,NO,Nitric oxide,2003-01-01,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,NO2,Nitrogen dioxide,2003-01-01,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-01-01,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,PM10,PM10 particulate matter (Hourly measured),2003-01-01,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,NV10,Non-volatile PM10 (Hourly measured),2023-07-26,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,V10,Volatile PM10 (Hourly measured),2023-07-26,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,PM2.5,PM2.5 particulate matter (Hourly measured),2023-07-26,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,NV2.5,Non-volatile PM2.5 (Hourly measured),2023-07-26,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE01,Breckland East Wretham,Rural Background,52.462778,0.814722,V2.5,Volatile PM2.5 (Hourly measured),2023-07-26,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE02,Breckland Swaffham,Rural Traffic,52.643375,0.689958,NO,Nitric oxide,2009-01-16,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE02,Breckland Swaffham,Rural Traffic,52.643375,0.689958,NO2,Nitrogen dioxide,2009-01-16,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BRE02,Breckland Swaffham,Rural Traffic,52.643375,0.689958,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-01-16,ongoing,2023-12-31,Eastern,NA_character_,Breckland
BT004,Brent Ikea,Urban Traffic,51.552476,-0.258089,O3,Ozone,2006-05-25,ongoing,2023-12-31,Greater London,Greater London Urban Area,Brent
BT004,Brent Ikea,Urban Traffic,51.552476,-0.258089,PM2.5,PM2.5 particulate matter (Hourly measured),2006-05-17,ongoing,2023-12-31,Greater London,Greater London Urban Area,Brent
HF1,Broadway,Urban Traffic,51.492766,-0.223601,NO,Nitric oxide,1999-08-23,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,NO2,Nitrogen dioxide,1999-08-23,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,NOXasNO2,Nitrogen oxides as nitrogen dioxide,1999-08-23,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,SO2,Sulphur dioxide,2001-05-12,2007-03-27,2007-03-26,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,PM10,PM10 particulate matter (Hourly measured),1999-08-23,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,NV10,Non-volatile PM10 (Hourly measured),2007-08-15,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF1,Broadway,Urban Traffic,51.492766,-0.223601,V10,Volatile PM10 (Hourly measured),2007-08-15,2008-11-01,2008-10-31,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF2,Brook Green,Urban Background,51.496496,-0.220503,NO,Nitric oxide,2003-07-28,2009-01-20,2009-01-19,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF2,Brook Green,Urban Background,51.496496,-0.220503,NO2,Nitrogen dioxide,2003-07-28,2009-01-20,2009-01-19,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF2,Brook Green,Urban Background,51.496496,-0.220503,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-07-28,2009-01-20,2009-01-19,Greater London,Greater London Urban Area,Hammersmith and Fulham
HF2,Brook Green,Urban Background,51.496496,-0.220503,PM10,PM10 particulate matter (Hourly measured),2003-07-28,2009-01-20,2009-01-20,Greater London,Greater London Urban Area,Hammersmith and Fulham
HB102,Broxbourne,Urban Traffic,51.683056,-0.0325,NO,Nitric oxide,2001-09-13,2009-04-01,2009-04-01,Greater London,Greater London Urban Area,Broxbourne
HB102,Broxbourne,Urban Traffic,51.683056,-0.0325,NO2,Nitrogen dioxide,2001-09-13,2009-04-01,2009-03-31,Greater London,Greater London Urban Area,Broxbourne
HB102,Broxbourne,Urban Traffic,51.683056,-0.0325,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2001-09-13,2009-04-01,2009-03-31,Greater London,Greater London Urban Area,Broxbourne
HB102,Broxbourne,Urban Traffic,51.683056,-0.0325,PM10,PM10 particulate matter (Hourly measured),2001-09-13,2009-04-01,2009-04-01,Greater London,Greater London Urban Area,Broxbourne
VS009,Burnaby Street (sensor),Urban Traffic,51.478779,-0.183424,NO,Nitric oxide,2021-05-26,2021-07-14,2021-07-14,Greater London,Greater London Urban Area,Kensington and Chelsea
VS009,Burnaby Street (sensor),Urban Traffic,51.478779,-0.183424,NO2,Nitrogen dioxide,2021-05-26,2021-07-14,2021-07-14,Greater London,Greater London Urban Area,Kensington and Chelsea
VS009,Burnaby Street (sensor),Urban Traffic,51.478779,-0.183424,PM10,PM10 particulate matter (Hourly measured),2021-05-26,2021-07-14,2021-07-14,Greater London,Greater London Urban Area,Kensington and Chelsea
VS009,Burnaby Street (sensor),Urban Traffic,51.478779,-0.183424,PM2.5,PM2.5 particulate matter (Hourly measured),2021-05-26,2021-07-14,2021-07-14,Greater London,Greater London Urban Area,Kensington and Chelsea
SBPC001,Burnham Beeches (sensor),Rural Background,51.555698,-0.624745,NO2,Nitrogen dioxide,2021-03-16,ongoing,2023-12-31,South East,NA_character_,South Buckinghamshire
